id,date,price,sqft_living,yr_built,floor
81,201807,"       130,000",114.46,2014,3
82,201807,"       220,000",110.2,1992,11
83,201807,"       169,000",107.22,1999,8
84,201807,"       140,000",102.69,2007,7
85,201808,"       165,000",104.43,1984,12
86,201808,"       170,000",104.43,1984,10
87,201808,"       175,000",134.3,2004,8
88,201808,"       179,000",134.3,2004,21
89,201808,"       200,000",128.62,1984,3
90,201808,"       205,000",131.83,1986,3
91,201808,"       220,000",131.83,1986,5
92,201808,"       210,000",131.83,1986,3
93,201808,"        86,500",122.44,2006,4
94,201808,"       138,000",114.34,1997,11
95,201808,"       308,000",127.61,1983,12
96,201808,"       190,000",108.52,2000,1
97,201808,"       240,000",114.97,2008,17
98,201808,"       220,000",114.97,2008,6
99,201808,"       220,000",114.97,2008,1
100,201808,"       200,000",110.39,1989,4
101,201808,"       209,000",110.39,1989,9
102,201808,"       205,000",110.39,1989,8
103,201808,"       310,000",114.14,2015,21
104,201808,"       210,000",121.0894,2008,12
105,201808,"       255,000",117.7,1983,7
106,201808,"       255,000",117.7,1983,2
107,201808,"       265,000",117.7,1983,5
108,201808,"       210,000",120.76,1983,14
109,201808,"       224,000",128.03,1983,5
110,201808,"       233,000",128.03,1983,3
111,201808,"       245,000",128.01,1983,14
112,201808,"       215,000",115.05,1985,8
113,201808,"       250,000",126.33,1985,8
114,201808,"       230,000",115.05,1985,2
115,201808,"       233,000",115.05,1985,14
116,201808,"       147,000",130.545,1999,35
117,201808,"       169,500",130.259,2007,10
118,201808,"       174,000",130.259,2007,26
119,201808,"       170,000",130.259,2007,10
120,201808,"       173,500",130.259,2007,11
121,201808,"       209,500",119.8906,2006,14
122,201808,"       213,500",120.8233,2006,10
123,201808,"       273,000",134.9023,2006,2
124,201808,"       213,000",119.8906,2006,10
125,201808,"       220,000",119.8906,2006,18
126,201808,"       230,000",114.9931,2006,18
127,201808,"       222,000",120.8233,2006,16
128,201808,"       207,500",120.8233,2006,20
129,201808,"       224,000",120.8233,2006,22
130,201808,"       265,000",134.9023,2006,5
131,201808,"       230,000",119.8906,2006,5
132,201808,"       142,000",107.53,1978,3
133,201808,"       142,000",107.53,1978,3
134,201808,"       145,000",107.53,1978,7
135,201808,"       227,000",106.78,2016,17
136,201808,"       226,000",106.39,2016,2
137,201808,"       158,000",124.1,1995,7
138,201808,"       162,500",124.66,1995,14
139,201808,"       220,000",122.81,2001,19
140,201808,"       196,000",122.81,2001,3
141,201808,"       209,000",122.81,2001,12
142,201808,"       130,000",104.01,1983,6
143,201808,"       142,000",128.74,2004,37
144,201808,"       230,000",126.46,1985,3
145,201808,"       219,000",126.46,1985,7
146,201808,"       125,000",132.94,1998,3
147,201808,"       196,500",121.42,2002,42
148,201808,"       187,500",120.78,2002,38
149,201808,"       200,000",121.42,2002,38
150,201808,"       197,000",115.63,2003,40
151,201808,"       181,000",124.641,2004,28
152,201808,"       150,000",110.453,2000,10
153,201808,"       198,000",121.931,2007,2
154,201808,"       270,000",103.32,2018,5
155,201808,"       279,000",103.32,2018,26
156,201808,"       147,000",107.38,2001,4
157,201808,"       230,000",121.09,1981,4
158,201808,"       195,000",110.8,1981,1
159,201808,"       215,000",108.06,1981,5
160,201808,"       240,000",108.06,1981,5
161,201808,"       216,000",124.5802,2016,11
162,201808,"       147,500",114.45,2014,2
163,201808,"       164,500",114.45,2014,12
164,201808,"       150,000",129.45,1993,6
165,201808,"       250,000",118.63,1987,3
166,201808,"       250,000",108.36,1983,5
167,201808,"       240,000",108.88,1982,2
168,201808,"       255,000",108.88,1982,6
169,201808,"       259,000",111.38,1982,6
170,201808,"       238,000",108.88,1982,1
171,201808,"       222,000",102.35,1979,7
172,201808,"       230,000",102.35,1979,5
173,201808,"       224,000",106.71,1980,9
174,201808,"       224,000",106.71,1980,9
175,201808,"       230,000",106.71,1980,6
176,201808,"       220,000",106.22,1981,3
177,201808,"       249,000",106.22,1981,12
178,201808,"       239,000",108.15,1982,11
179,201808,"       264,000",108.47,1983,9
180,201808,"       255,000",108.47,1983,5
181,201808,"       280,000",105.31,1983,13
182,201808,"       337,000",117.91,1977,4
183,201808,"       338,000",117.91,1977,5
184,201808,"       350,000",117.9,1977,1
185,201808,"       345,000",117.9,1977,5
186,201808,"       217,500",111.5,1980,10
187,201808,"       210,000",107.64,1980,4
188,201808,"       219,900",111.5,1980,8
189,201808,"       225,000",107.64,1980,3
190,201808,"       233,000",111.5,1980,9
191,201808,"       230,000",132.8355,2006,11
192,201808,"       140,000",133.95,2003,13
193,201808,"       183,000",105.89,2010,6
194,201808,"       188,000",120.37,2010,34
195,201808,"       197,000",121.54,2010,8
196,201808,"       214,000",130.143,2006,7
197,201808,"       214,000",131.38,2006,9
198,201808,"       120,000",114.91,2015,1
199,201808,"       142,500",107.6,1984,8
200,201808,"       150,000",107.6,1984,6
201,201808,"       150,000",107.6,1984,13
202,201808,"       160,000",107.6,1984,10
203,201808,"       147,000",107.6,1984,1
204,201808,"       155,000",107.6,1984,13
205,201808,"       173,000",134.71,1993,2
206,201808,"       183,000",134.71,1993,5
207,201808,"       184,000",134.438,1994,4
208,201808,"       135,000",114.32,2014,5
209,201808,"       139,000",114.46,2014,2
210,201808,"       175,000",114.83,1999,14
211,201808,"       195,000",125.64,1997,14
212,201808,"       183,000",109.31,1984,12
213,201808,"       152,000",119.55,2006,2
214,201808,"       188,700",134.24,2002,12
215,201808,"       125,000",102.69,2007,6
216,201808,"       146,800",118.53,1999,11
217,201808,"       179,000",109.53,1999,3
218,201808,"       159,000",120.22,2005,5
219,201809,"       138,000",114.498,2003,18
220,201809,"       170,000",120.58,1985,1
221,201809,"       150,000",114.34,1997,11
222,201809,"       210,000",113.087,2014,5
223,201809,"       277,500",112.0834,2017,12
224,201809,"       254,000",119.58,2008,5
225,201809,"       240,000",114.97,2008,14
226,201809,"       130,000",118.48,2004,1
227,201809,"       205,000",110.39,1989,13
228,201809,"       167,000",105.18,2002,4
229,201809,"       270,000",117.7,1983,3
230,201809,"       267,500",117.7,1983,5
231,201809,"       263,000",128.01,1983,10
232,201809,"       265,000",128.01,1983,11
233,201809,"       267,000",128.01,1983,13
234,201809,"       230,000",115.05,1985,1
235,201809,"       245,000",115.05,1985,2
236,201809,"       177,000",130.259,2007,9
237,201809,"       194,500",134.789,2007,15
238,201809,"       215,000",120.8233,2006,2
239,201809,"       210,000",120.8233,2006,1
240,201809,"       215,000",119.8906,2006,14
241,201809,"       300,000",134.9023,2006,15
242,201809,"       227,000",119.8906,2006,17
243,201809,"       228,500",120.8233,2006,25
244,201809,"       222,000",119.8906,2006,7
245,201809,"       151,000",107.53,1978,7
246,201809,"       154,000",108.4,1978,4
247,201809,"       130,000",107.11,2010,5
248,201809,"       153,500",110.68,2010,7
249,201809,"       207,000",122.81,2001,19
250,201809,"       228,000",122.81,2001,19
251,201809,"       138,880",122.07,2004,23
252,201809,"       225,000",126.46,1985,3
253,201809,"        96,000",120.21,1996,18
254,201809,"       145,000",132.94,1998,12
255,201809,"       150,000",132.94,1998,14
256,201809,"       140,000",132.94,1998,7
257,201809,"       114,500",118.32,2005,6
258,201809,"       200,000",120.78,2002,39
259,201809,"       195,000",120.78,2002,34
260,201809,"       195,000",124.11,2003,36
261,201809,"       210,000",115.63,2003,35
262,201809,"       210,000",124.641,2004,49
263,201809,"       220,000",119.29,2007,8
264,201809,"       308,000",123.3,2018,10
265,201809,"       236,000",114.463,2008,20
266,201809,"       105,500",118.95,2004,1
267,201809,"       177,000",104.31,1984,3
268,201809,"       166,000",104.31,1984,1
269,201809,"       115,000",114.69,2011,2
270,201809,"       267,000",108.31,1982,4
271,201809,"       260,000",115.24,1979,4
272,201809,"       295,000",131.48,1976,7
273,201809,"       242,000",127.27,2012,25
274,201809,"       208,500",129.96,2006,6
275,201809,"       138,100",132.88,2003,13
276,201809,"       191,000",134.71,1993,8
277,201809,"       140,000",114.46,2014,4
278,201810,"       120,000",129.8748,2005,10
279,201810,"       102,000",133.16,1997,13
280,201810,"       390,000",125.3512,2017,14
281,201810,"       261,000",119.58,2008,20
282,201810,"       220,000",110.39,1989,9
283,201810,"       210,000",121.0894,2008,11
284,201810,"       169,000",111.54,2004,5
285,201810,"       250,000",126.33,1985,10
286,201810,"       104,500",116.21,2004,2
287,201810,"       175,000",130.259,2007,5
288,201810,"       165,000",130.259,2007,17
289,201810,"       298,000",134.9023,2006,7
290,201810,"       174,000",124.66,1995,11
291,201810,"       175,000",124.1,1995,6
292,201810,"       138,000",128.74,2004,17
293,201810,"       183,000",124.641,2004,22
294,201810,"       180,000",125.7332,2016,12
295,201810,"       308,000",103.32,2018,28
296,201810,"        82,500",108.45,2017,1
297,201810,"       205,000",105.89,2010,8
298,201810,"       205,000",119.095,2008,17
299,201810,"        75,000",107.3,2005,2
300,201810,"       124,500",114.91,2015,1
301,201810,"       215,000",110.2,1992,4
302,201810,"       163,000",107.22,1999,15
303,201810,"       210,000",110.19,1992,18
304,201811,"       260,000",128.01,1983,6
305,201811,"       238,000",115.05,1985,11
306,201811,"       257,000",114.9931,2006,16
307,201811,"       159,000",107.53,1978,9
308,201811,"       148,500",118.87,2010,4
309,201811,"       240,000",110.82,1982,12
310,201811,"       214,500",108.15,1982,3
311,201811,"       245,000",105.45,1983,5
312,201811,"        84,000",109.2,2017,1
313,201811,"       188,500",114.019,2016,15
314,201811,"       125,500",114.46,2014,1
315,201812,"        90,000",122.44,2006,2
316,201812,"       141,000",114.498,2003,6
317,201812,"       190,000",113.087,2014,9
318,201812,"       210,500",115.05,1985,4
319,201812,"       238,000",126.33,1985,9
320,201812,"       173,000",130.259,2007,24
321,201812,"       210,000",119.8906,2006,17
322,201812,"       171,000",122.81,2001,1
323,201812,"        95,500",120.21,1996,12
324,201812,"        82,000",131.88,2006,2
325,201812,"       200,000",121.931,2007,14
326,201812,"       225,000",109.24,1982,10
327,201812,"       196,500",112.53,1980,1
328,201812,"       134,000",132.88,2003,7
329,201812,"       135,000",114.46,2014,9
330,201812,"       169,000",121.48,2004,3
331,201812,"       177,000",134.24,2002,2
332,201812,"       199,000",107.21,1980,5
333,201901,"       197,000",133.46,1984,12
334,201901,"       102,000",132.63,1993,6
335,201901,"       256,000",121.74,2005,16
336,201901,"       238,000",117.7,1983,6
337,201901,"       163,000",130.259,2007,4
338,201901,"       190,000",114.4856,2016,5
339,201901,"       228,500",108.47,1983,3
340,201901,"       162,000",114.83,1999,11
341,201902,"       228,000",126.33,1985,10
342,201902,"       190,000",121.42,2002,42
343,201902,"       221,000",121.931,2007,6
344,201902,"       218,500",108.15,1982,12
345,201902,"       309,800",117.91,1977,3
346,201902,"       204,500",111.5,1980,4
347,201902,"       178,000",109.49,1980,1
348,201903,"        99,000",123.8,2009,6
349,201903,"       263,000",127.61,1983,9
350,201903,"       258,000",121.74,2005,23
351,201903,"       275,000",114.14,2015,3
352,201903,"       157,000",105.18,2002,22
353,201903,"       235,000",128.01,1983,14
354,201903,"       215,000",128.01,1983,1
355,201903,"       230,000",126.33,1985,6
356,201903,"       230,000",126.33,1985,11
357,201903,"       226,000",126.33,1985,10
358,201903,"       220,000",126.33,1985,2
359,201903,"       140,500",130.545,1999,8
360,201903,"       203,000",114.9931,2006,2
361,201903,"       200,000",119.8906,2006,18
362,201903,"       222,000",107.16,1982,10
363,201903,"       233,000",111.38,1982,6
364,201903,"       225,000",104.63,1980,7
365,201904,"       140,000",130.545,1999,38
366,201904,"       257,000",114.9931,2006,16
367,201904,"        87,000",108.23,2005,3
368,201904,"       250,000",121.71,2018,22
369,201904,"       160,000",109.53,1999,9
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
